media_id,comment_count,predicted_gender,follows,followed_by,python_faces,like_count
1549046630685115567_1762392663,0,female,180.0,162.0,0,16
1549048816001501148_181822280,0,,1432.0,589.0,1,34
1549049001054268441_277911801,0,female,464.0,237.0,0,24
1549049472453381640_2567527,2,mostly_male,1128.0,630.0,0,32
1549050727086456798_4424849582,0,male,206.0,77.0,0,22
1549054107411004679_22621657,0,,,,0,3
1549054671452556312_199588689,0,,308.0,375.0,0,50
1549054992291559570_187984622,2,female,512.0,326.0,0,29
1549058901592106994_380142907,1,male,494.0,426.0,2,75
1549060137879205592_5671673521,2,female,34.0,63.0,0,19
1549067391099364230_205953740,0,male,303.0,321.0,1,0
1549068602697705747_486506381,0,female,82.0,154.0,0,0
1549073910615498121_40176062,1,male,207.0,137.0,1,10
1549074622565349394_1220365762,0,,590.0,327.0,0,49
1549087978395392762_3768457124,0,male,,,0,0
1549088428058251567_479377454,0,female,514.0,279.0,1,12
1549089011627623095_1406903628,1,female,165.0,184.0,2,20
1549092685124777031_22458604,0,,146.0,167.0,1,20
1549092789555577349_18467023,0,,394.0,1790.0,0,108
1549093335545049224_1106235354,1,male,158.0,66.0,0,10
1549093658917433358_589859240,1,,203.0,177.0,0,20
1549094982286175801_709049778,0,female,,,0,0
1549097662028194109_216856221,4,male,353.0,176.0,0,33
1549098448829494624_196363373,2,,284.0,382.0,0,43
1549098574967863759_237132661,0,female,521.0,466.0,1,38
1549098797317322096_182948283,1,female,361.0,178.0,0,13
1549100924901867869_379501021,1,female,530.0,221.0,0,22
1549101012772636537_570894259,0,,,,0,0
1549101655692318966_145347611,1,,1172.0,1823.0,0,4
1549102072851125339_34233990,0,female,706.0,1096.0,0,20
1549102567936609711_33944868,0,female,353.0,198.0,0,35
1549102730927195370_4703546352,0,,,,0,4
1549103649396876066_265950108,0,,,,0,11
1549105355791108522_1156940965,0,male,328.0,225.0,0,38
1549105927113426469_267665412,1,female,494.0,504.0,0,45
1549106677138581733_185166748,0,female,259.0,430.0,1,46
1549106694695754694_36191255,1,female,578.0,237.0,0,11
1549109228952914618_189747434,5,female,451.0,1977.0,2,114
1549109838099943891_303870074,0,male,350.0,286.0,0,0
1549111695398213837_1018158911,0,,,,0,1
1549113259385509446_3006391477,1,female,50.0,30.0,0,8
1549113407217982954_174721161,2,,372.0,315.0,0,32
1549113462432957921_143540328,3,female,319.0,733.0,3,92
1549114711462566017_3013823324,0,,,,0,2
1549116844694342750_1453342556,0,female,,,0,0
1549118551481238640_297578423,3,,7500.0,44114.0,0,503
1549118859830411299_976793334,0,male,112.0,86.0,0,4
1549120654313632067_201210129,0,female,222.0,231.0,0,27
1549121007314603015_967966625,2,,419.0,217.0,1,57
1549121194371279986_191027039,2,female,696.0,475.0,0,25
1549121759454009400_9037209,0,female,467.0,490.0,0,0
1549121984469099469_510456812,15,female,483.0,657.0,1,221
1549123153169750052_232713996,0,,968.0,8858.0,2,52
1549123439372308813_54698893,0,female,155.0,195.0,1,34
1549123751060654206_236182579,1,female,72.0,73.0,0,11
1549124045576279831_7668893,1,female,790.0,571.0,0,43
1549124652969525282_4921774759,0,,370.0,230.0,0,78
1549126786604269659_35292002,5,female,137.0,96.0,0,12
1549127323113845073_178518654,0,,326.0,332.0,0,36
1549127336796115814_246196683,0,male,,,0,0
1549127796919792833_2065578,0,,445.0,493.0,0,85
1549128420930266333_4360301556,2,female,170.0,836.0,0,77
1549130530003623192_421775451,1,,420.0,201.0,0,38
1549130577137944764_453458806,1,male,316.0,402.0,0,6
1549130683623042442_2131765964,0,male,120.0,47.0,0,17
1549130911332521856_355520786,1,,1848.0,1380.0,0,53
1549131338144350064_1292422814,0,,222.0,165.0,3,30
1549131815658458349_286245944,4,female,635.0,304.0,0,29
1549133055912968291_2111269745,0,,15.0,1082.0,0,33
1549133675764352428_364935292,0,female,,,0,6
1549133976571114774_2111269745,0,,15.0,1082.0,0,22
1549134675267900491_305379022,0,male,126.0,115.0,0,14
1549134747233819208_414817520,0,female,825.0,571.0,2,60
1549134829952478691_2111269745,0,,15.0,1082.0,2,25
1549135524932261546_1534400773,0,male,198.0,234.0,0,19
1549135607400509022_507655714,4,female,364.0,230.0,0,32
1549135667011082562_4238434456,0,male,256.0,56.0,0,5
1549135772479948785_1310450994,0,female,727.0,386.0,0,22
1549137493209901342_2126863824,0,,355.0,97.0,0,10
1549137741017854290_1975409397,0,male,478.0,193.0,0,24
1549138039233571107_319216996,1,female,110.0,133.0,0,17
1549138820783840513_427087963,0,female,53.0,80.0,0,13
1549139177373890198_393941100,0,female,408.0,357.0,0,45
1549139304428911633_418910065,0,female,22.0,49.0,3,12
1549139617802720187_12443494,0,female,388.0,215.0,0,3
1549140028146659385_209025931,0,female,345.0,218.0,0,13
1549140300935597419_2111269745,1,,15.0,1082.0,1,15
1549140425063651551_24227388,0,female,783.0,544.0,5,42
1549140739190376976_11379953,0,female,938.0,646.0,3,62
1549141073603128604_705737030,0,female,445.0,333.0,0,40
1549141155835376080_2111269745,0,,15.0,1082.0,0,23
1549141381498173193_53697182,2,female,761.0,735.0,0,70
1549141473444794326_211233696,0,female,,,0,2
1549142244518780868_1450655119,0,,333.0,207.0,0,18
1549142515093157874_418910065,0,female,,,0,0
1549142986172884164_9978707,1,female,468.0,67.0,0,13
1549143043440111127_234861480,0,,406.0,402.0,0,20
1549143290987921001_2111269745,0,,15.0,1082.0,1,13
1549143378355035173_285617430,0,,190.0,227.0,0,24
1549143654659497252_25472348,0,female,434.0,712.0,0,6
1549144381271871549_218321890,0,female,496.0,194.0,0,19
1549145658245321226_33273378,0,,448.0,388.0,0,21
1549145789400376543_211233696,0,female,,,6,0
1549146090536164052_317671012,0,female,883.0,529.0,0,10
1549146442462724796_1337250557,0,male,342.0,464.0,7,115
1549146620997017355_186041501,52,,174.0,966.0,0,351
1549146981095221563_367234476,0,,594.0,12468.0,0,135
1549147083696825414_1451689650,1,female,910.0,553.0,0,64
1549147277749482831_514778448,0,male,229.0,770.0,0,15
1549147730549925110_20801669,3,,490.0,271.0,0,31
1549147875697649615_290596395,0,male,889.0,433.0,0,11
1549147998742931927_1262348262,0,female,345.0,240.0,0,15
1549148078157955341_196322720,1,,263.0,492.0,0,47
1549149027044359181_198857477,0,male,501.0,208.0,0,1
1549149084529613985_211233696,0,female,,,1,0
1549149214361329550_485704386,0,female,237.0,233.0,0,23
1549149763873433720_323941695,3,male,146.0,86.0,0,18
1549149781968278171_599232390,2,,226.0,227.0,0,43
1549149920421000174_41330160,0,,735.0,182.0,0,9
1549150166879491585_246847588,1,female,1273.0,1292.0,0,101
1549150447770889962_863414124,2,male,209.0,2012.0,1,67
1549150593388586627_469345024,1,,299.0,190.0,0,34
1549150619108809645_178327182,3,female,252.0,188.0,0,34
1549150687702393007_4118359812,0,,2761.0,328.0,0,27
1549151130108821128_41330160,0,,735.0,182.0,0,11
1549151395037635733_5614123116,0,male,,,0,0
1549151502025926963_49260085,1,male,594.0,150.0,0,19
1549151519483243775_229874559,0,male,1311.0,527.0,0,16
1549151599971453764_5614123116,0,male,,,1,0
1549151656107651475_285084502,0,male,128.0,109.0,1,43
1549151927387213049_5614123116,0,male,,,0,0
1549152024585952222_49260085,1,male,594.0,150.0,0,20
1549152411644341191_28287537,0,male,810.0,199.0,0,0
1549152444024801308_5614123116,0,male,,,0,0
1549152651642563127_469345024,0,,299.0,190.0,0,15
1549152681128723823_5614123116,0,male,,,0,0
1549152819197965450_2138654045,0,,258.0,1923.0,1,83
1549152985610045257_230802240,2,female,769.0,332.0,6,37
1549153124567238480_36191255,0,female,578.0,237.0,0,13
1549153943865790861_462361584,1,female,1357.0,2256.0,1,61
1549154297597726379_5607572168,1,,1.0,13.0,0,9
1549154539221971493_182037417,1,male,481.0,364.0,0,31
1549154808462707446_231770572,2,female,646.0,1628.0,0,131
1549155083954341133_46745831,1,male,506.0,222.0,0,23
1549155177033875292_188009941,1,,806.0,300.0,0,16
1549155487235357661_2157719724,4,female,123.0,101.0,0,19
1549155634809428252_414842700,0,female,323.0,256.0,0,22
1549156075252906543_1556694281,0,male,319.0,333.0,0,28
1549156381309915302_45431415,0,female,807.0,566.0,0,34
1549156413371278544_312141898,0,female,282.0,229.0,0,18
1549156544250392212_241158366,0,,334.0,1498.0,0,46
1549156637372255913_3995221027,0,,109.0,490.0,0,74
1549156737952338614_1918355364,1,,169.0,225.0,0,40
1549156853429179152_5671673521,1,female,34.0,63.0,2,11
1549156890607759362_433217133,0,female,625.0,778.0,3,2
1549157002427735861_445877799,0,male,389.0,72.0,0,17
1549157091843123681_414040549,0,female,174.0,215.0,0,22
1549157147072404626_182037417,0,male,481.0,364.0,0,32
1549157525902294249_208175850,0,female,259.0,127.0,0,9
1549158316335640578_2653190,0,male,,,0,3
1549158388252080636_958255632,0,female,547.0,688.0,0,54
1549158426823049557_1500596227,0,male,220.0,108.0,0,18
1549158470426964773_772878899,0,female,191.0,197.0,0,20
1549158906884889049_187265790,1,,909.0,596.0,0,53
1549159003069412545_313619932,4,female,248.0,202.0,2,34
1549159353309782249_280823107,1,male,275.0,164.0,4,25
1549159407392480224_188318220,0,,307.0,894.0,0,34
1549160394965165384_303554212,0,male,526.0,600.0,0,35
1549160565548877747_15506410,1,male,60.0,75.0,0,8
1549160701570826725_1245537467,0,male,343.0,83.0,0,7
1549160755323460520_241158366,0,,334.0,1498.0,0,53
1549160760818381342_1121230812,0,female,307.0,159.0,0,6
1549160784104679720_34820240,0,female,310.0,273.0,0,38
1549161268278750730_177284407,0,male,1148.0,366.0,0,62
1549161290893816679_1133879008,0,male,436.0,87.0,1,11
1549161512908453602_2264082937,0,,49.0,940.0,0,25
1549161822539951091_394454551,0,,900.0,814.0,3,29
1549161848519334627_277572318,2,female,282.0,139.0,0,32
1549161896098191032_1491259259,0,female,,,1,3
1549162506168366733_16631477,1,male,58.0,38.0,1,14
1549162570836097399_28740096,0,male,419.0,594.0,0,14
1549163387408350641_1491259259,0,female,,,2,2
1549163442940950742_2923308454,1,female,170.0,58.0,0,11
1549163645726892078_1593747,0,male,1021.0,742.0,0,47
1549164282933985036_1983026135,0,,,,0,2
1549164366988045027_1028570204,2,female,199.0,176.0,0,32
1549164516993385751_291368414,0,female,689.0,815.0,0,64
1549164612413445555_1491259259,0,female,,,1,2
1549165181791046649_1550981788,0,female,487.0,252.0,0,13
1549165562481931226_17783956,1,,123.0,301.0,2,41
1549166134158455141_19321623,1,female,255.0,1123.0,0,14
1549166305713450326_2178707158,0,,151.0,116.0,0,29
1549166415303215903_5445050138,0,,567.0,180.0,0,28
1549166427919132317_2072923690,0,,92.0,3049.0,0,61
1549166556399243637_34939898,1,female,705.0,775.0,4,100
1549166571799250739_249466086,0,,137.0,231.0,0,11
1549166742945030238_9845708,4,male,667.0,814.0,0,42
1549166860536075336_187905738,0,,,,0,1
1549166969595565844_2030452377,0,female,93.0,80.0,2,10
1549167249103985719_1491259259,0,female,374.0,686.0,0,30
1549167326389454761_47667853,3,,249.0,75.0,0,6
1549167484152950951_1073199055,0,female,,,3,0
1549167666537762196_143737888,0,female,341.0,304.0,0,33
1549167914438097905_1491259259,0,female,374.0,686.0,0,19
1549168009456053360_3550514601,2,female,173.0,712.0,0,65
1549168062857591452_191323535,1,female,212.0,304.0,5,27
1549168365410835491_416540535,0,female,401.0,1830.0,0,57
1549168559607028245_299841829,0,female,388.0,367.0,3,51
1549168739952427300_195921290,1,male,623.0,550.0,0,31
1549169446717843970_5667457988,0,,0.0,15.0,1,2
1549170200301375737_415659672,0,female,280.0,204.0,0,27
1549170265689637080_1531065043,0,male,,,0,5
1549170796545637661_143737888,1,female,341.0,304.0,2,38
1549170836887744138_507695476,2,female,114.0,110.0,2,45
1549171143985073339_403229051,0,female,,,0,6
1549171331948751021_1975409397,0,male,478.0,193.0,0,19
1549171439852489705_1417336643,0,male,481.0,283.0,0,46
1549171450958978534_4282615529,0,male,20.0,24.0,0,5
1549171868416916412_177372298,0,female,316.0,262.0,0,29
1549172007098525295_6742187,0,female,664.0,636.0,0,5
1549172077032915668_272848080,2,,271.0,230.0,1,25
1549172189004341962_2923308454,0,female,170.0,58.0,0,26
1549172396898975663_5488312185,0,male,51.0,26.0,0,14
1549172427442257227_198136837,0,female,497.0,500.0,1,19
1549173201502029902_412099694,1,female,843.0,281.0,1,12
1549173311066236308_489363906,0,male,245.0,205.0,0,42
1549173443839218888_143737888,4,female,341.0,304.0,1,75
1549173664249859405_2818142,8,female,280.0,288.0,0,39
1549173748111726932_4028331483,0,,35.0,58.0,0,8
1549173846091187800_1389701930,4,male,301.0,192.0,3,21
1549174166627164565_528328468,0,female,,,0,2
1549174413479735327_374009448,0,female,298.0,198.0,1,23
1549174473248107612_383132027,0,female,204.0,92.0,0,3
1549174744912707212_4940303,1,female,1305.0,2384.0,0,79
1549176087224079204_21166154,0,female,259.0,149.0,0,18
1549176114277432830_214030940,0,female,461.0,354.0,2,105
1549176134174821588_3607789129,0,female,135.0,69.0,0,14
1549176155323341659_321047357,0,female,164.0,184.0,1,25
1549176298785945151_466964671,1,male,351.0,467.0,0,35
1549176857029689630_256733977,6,female,791.0,3704.0,1,192
1549177023931206839_12957546,0,,506.0,748.0,0,21
1549177124886592896_1211203842,0,female,300.0,514.0,0,34
1549177406526602698_2018756370,2,,6594.0,55483.0,0,776
1549177724395154059_206762247,0,female,,,1,0
1549177795934418874_2988346221,1,female,105.0,115.0,8,31
1549178158196198005_1101834475,1,,107.0,1175.0,0,20
1549178317461817344_1550981788,0,female,487.0,252.0,0,13
1549178465352941572_286394195,0,male,135.0,215.0,0,16
1549178481970324816_189430508,0,,99.0,265.0,1,62
1549178491089364026_7875583,0,,366.0,249.0,1,9
1549178781736940627_508936935,0,female,268.0,150.0,0,15
1549179076051466390_1557814,1,female,524.0,298.0,0,35
1549179077218702168_22296757,5,mostly_female,222.0,519.0,1,79
1549179148454786701_187984622,4,female,512.0,326.0,0,39
1549179223222300594_3137049,0,male,311.0,205.0,1,16
1549179298862007670_242507118,0,female,510.0,234.0,0,7
1549179374753597485_2071839384,0,female,292.0,259.0,0,43
1549179834148410816_798457620,0,female,156.0,144.0,0,23
1549180069707953714_1550981788,0,female,487.0,252.0,0,13
1549180303557031393_691319627,0,female,203.0,445.0,0,12
1549180566414603300_2215154108,0,male,626.0,734.0,1,2
1549180788210001845_548622739,18,,992.0,37034.0,0,1178
1549180859000511115_242507118,2,female,510.0,234.0,1,13
1549181111229000370_691319627,0,female,203.0,445.0,0,12
1549181561117611201_370263613,1,female,123.0,111.0,5,23
1549181762244267558_6726389,3,female,451.0,360.0,3,13
1549181849250876747_2331255031,0,male,292.0,194.0,0,34
1549181891318404090_1557814,0,female,524.0,298.0,0,23
1549181967714241609_691319627,0,female,203.0,445.0,0,11
1549182115680092341_350557336,0,male,361.0,191.0,0,12
1549182166422920210_705054387,2,,618.0,669.0,0,28
1549182216587682697_252945890,0,female,241.0,264.0,0,0
1549182245703864548_337155089,0,male,335.0,363.0,0,0
1549182464395844438_254618491,0,,151.0,78.0,0,11
1549182533500014464_33134296,0,male,371.0,200.0,0,9
1549182599518264145_29722478,0,female,210.0,207.0,0,0
1549182746016929733_400238425,3,male,192.0,130.0,0,21
1549182841144662758_242507118,1,female,510.0,234.0,0,18
1549183129644752537_258220256,0,female,355.0,249.0,0,10
1549183281135489622_7341412,0,male,178.0,336.0,0,14
1549183449923178945_2464136271,0,male,158.0,85.0,0,19
1549183487360323215_7502692,2,,791.0,897.0,1,97
1549183792463094857_506830096,1,female,262.0,94.0,0,15
1549183911749213109_13696311,0,female,571.0,477.0,1,57
1549184253098409357_242507118,0,female,510.0,234.0,1,6
1549184582308777396_49260085,1,male,594.0,150.0,0,18
1549184915873075194_5370206770,3,,245.0,105.0,1,13
1549185093905238451_691319627,0,female,203.0,445.0,0,14
1549185100439355196_4790904436,0,female,186.0,57.0,0,17
1549185323006665514_242507118,0,female,510.0,234.0,2,8
1549185350354027276_205917620,3,female,392.0,114.0,1,21
1549185514970737985_350557336,2,male,361.0,191.0,1,23
1549185574119053795_283498435,0,,192.0,161.0,0,5
1549185997358781894_177342001,0,female,189.0,447.0,1,52
1549186155450196686_25849363,0,female,263.0,129.0,0,19
1549186271146239708_249583681,4,male,173.0,182.0,2,50
1549186477774042097_1500702270,0,,4.0,1119.0,0,132
1549186636184438996_691319627,0,female,203.0,445.0,0,11
1549186808410097148_6748187,0,,317.0,241.0,0,37
1549186922813957643_183174067,0,male,584.0,343.0,0,18
1549186975730706914_414817520,0,female,825.0,571.0,0,17
1549186998244562251_1543728742,16,,122.0,1304.0,1,148
1549187065202581667_47368481,2,female,63.0,93.0,0,24
1549187136094212858_2580515,0,,403.0,876.0,0,69
1549187472435643973_486320702,0,male,297.0,89.0,0,7
1549187541977102745_360449397,0,,137.0,17226.0,1,60
1549187851794902302_364495379,0,,808.0,448.0,0,24
1549187913902844493_11186798,2,,537.0,298.0,2,63
1549187963825301246_584038128,2,female,257.0,261.0,0,13
1549188018223904469_474739331,0,female,191.0,97.0,0,6
1549188210676278440_28495371,0,female,998.0,1008.0,0,25
1549188590242688515_35023473,2,female,758.0,345.0,0,46
1549188630013993562_43085092,1,,555.0,588.0,0,92
1549188669993419089_37151096,0,male,489.0,478.0,0,39
1549188714587803923_184228236,0,female,632.0,647.0,0,32
1549188839108888703_608240293,0,,160.0,95.0,0,17
1549189046037860646_361515445,0,female,434.0,350.0,1,23
1549189075297466133_241222403,1,female,287.0,172.0,0,19
1549189180668406147_192980594,0,male,509.0,291.0,0,27
1549189180943384350_8088460,2,male,751.0,735.0,0,136
1549189342952833631_53763129,3,,1027.0,21174.0,0,227
1549189394485648466_5605434,0,female,348.0,408.0,0,24
1549189415976145788_220772896,0,female,390.0,368.0,0,21
1549189624751043520_213685627,0,female,202.0,96.0,6,1
1549189676744460606_3840681302,2,,256.0,123.0,3,28
1549190018940989572_232065919,0,female,385.0,257.0,3,21
1549190632650658645_256291811,0,,,,3,28
1549190813510374978_1510200492,0,female,558.0,302.0,0,25
1549191050681046264_630307163,0,male,155.0,70.0,0,13
1549191143014809714_12909489,6,female,1141.0,2241.0,1,40
1549191148567597741_27816601,1,female,431.0,405.0,0,32
1549191348442340912_188325957,0,female,27.0,55.0,0,7
1549191472762140009_1295917850,0,male,211.0,130.0,0,9
1549191472971430698_2064913692,0,,383.0,751.0,0,25
1549191598691121539_33641791,0,,858.0,275.0,0,18
1549191945729667700_1484751003,0,,213.0,68656.0,0,347
1549192363296230949_1406903628,0,female,165.0,184.0,0,12
1549192502941081484_179799396,0,,219.0,227.0,2,21
1549192557762000515_2224340231,0,,,,1,2
1549192620088433519_1781956606,0,male,315.0,224.0,0,29
1549192706844487942_406567441,1,female,243.0,266.0,0,33
1549193027213601775_295557075,0,female,205.0,129.0,0,11
1549193046045705852_4609936008,5,,702.0,2026.0,0,155
1549193434866475558_422410951,2,female,196.0,339.0,2,31
1549193644480545685_48744007,0,male,294.0,288.0,0,34
1549193841469373819_705054387,2,,618.0,669.0,3,31
1549193858087350527_395085950,0,male,247.0,185.0,0,21
1549194305847239148_23547468,1,male,669.0,169.0,0,58
1549194316726796525_219340988,1,,499.0,307.0,0,8
1549194323646977118_222855701,2,,327.0,292.0,0,27
1549194407751581460_1928947470,0,,308.0,160.0,0,18
1549194438085196912_9087550,0,,623.0,501.0,1,40
1549194911327382618_179799396,0,,219.0,227.0,2,24
1549195205692029817_1202838779,0,male,386.0,230.0,0,35
1549195297907829435_186919311,0,female,722.0,439.0,0,20
1549195771571538004_280860464,0,female,,,0,1
1549195881773215119_222982124,0,female,450.0,567.0,1,40
1549195974273748654_451973346,1,,365.0,171.0,0,40
1549196116369547925_8804543,2,female,721.0,1071.0,0,65
1549196135687966054_4041145743,1,male,372.0,413.0,0,67
1549196292562016803_45330635,0,female,,,0,0
1549196419330894821_1332602536,0,,,,0,8
1549196563952084147_3982695037,0,male,250.0,554.0,0,61
1549196740622635226_1578444366,0,male,54.0,116.0,0,19
1549196865781081956_1442939754,4,female,243.0,743.0,1,74
1549196869974936317_199620247,0,male,852.0,942.0,0,15
1549197150331959893_1441299173,1,male,254.0,201.0,0,22
1549197458880432102_20170858,0,female,192.0,236.0,1,47
1549197526007403114_38727378,0,female,119.0,133.0,0,20
1549197633901571972_497803034,1,female,677.0,924.0,1,134
1549197735486764207_6583390,1,,,,0,0
1549197753882553750_419157458,1,male,135.0,186.0,0,21
1549197899560598895_437168367,0,female,294.0,354.0,0,39
1549198288850593447_2051735006,0,female,619.0,952.0,0,44
1549198518940682350_216974574,5,male,779.0,765.0,1,69
1549198711769399607_403558461,0,,,,0,1
1549198771262741505_234531905,0,,,,0,2
1549198826610680553_176588472,4,female,367.0,453.0,0,56
1549199004003594313_269975455,0,,2156.0,5759.0,0,29
1549199245544901683_1429932109,2,,410.0,2691.0,0,68
1549199245813435038_8585835,3,female,603.0,1247.0,2,90
1549199299265578907_1919656800,0,,,,0,1
1549199344741543923_234531905,0,,,,1,2
1549199353877243775_1738840595,3,,174.0,7353.0,1,287
1549199430657117923_1029029440,2,,412.0,470.0,0,71
1549199488572151695_247188099,0,female,174.0,188.0,1,12
1549199517100901158_332128784,3,,275.0,1404.0,0,118
1549199671444359810_104828996,2,female,457.0,734.0,1,96
1549199721841629096_994144173,1,female,110.0,113.0,1,26
1549199894908286026_234531905,0,,,,0,3
1549199938201924055_29748102,0,female,339.0,629.0,0,46
1549200042346537585_12053472,0,male,142.0,196.0,3,30
1549200306411665724_234531905,0,,,,0,0
1549200346390349591_199777706,1,female,123.0,91.0,0,17
1549200400548597968_1011682020,0,,815.0,1379.0,0,15
1549200487303414130_251870235,1,female,,,1,2
1549200526444839540_4270005,0,female,406.0,292.0,0,23
1549200749177647857_10284633,2,,478.0,539.0,2,28
1549200832989653253_234531905,0,,,,1,4
1549200861299826425_217381736,0,female,189.0,161.0,0,29
1549201001214788191_12053472,0,male,142.0,196.0,0,17
1549201242202680349_500863072,0,female,98.0,102.0,11,12
1549201326197406069_177305611,0,female,173.0,164.0,0,11
1549201366227627221_1913173745,0,,237.0,109.0,0,25
1549201400460921193_360449397,0,,137.0,17226.0,0,32
1549201440181673479_1249303971,0,,536.0,1577.0,0,27
1549201508229447040_198539336,0,male,313.0,265.0,0,29
1549201629924063532_234531905,0,,,,0,0
1549201681689834636_510293998,0,female,414.0,340.0,0,24
1549201945176015831_1403630296,0,female,186.0,80.0,0,8
1549202017275213889_10305102,0,female,483.0,514.0,0,10
1549202062390357407_234531905,0,,,,1,1
1549202120438377927_3029839620,0,male,359.0,182.0,0,17
1549202199426641664_47366623,0,female,1315.0,533.0,0,15
1549202210682940007_3111274,0,,170.0,108.0,0,8
1549202342477157823_193587722,0,female,242.0,230.0,0,13
1549202343693937947_18893356,0,female,652.0,669.0,0,0
1549202434658767097_303554212,0,male,526.0,600.0,0,18
1549202492222734746_234531905,0,,,,1,1
1549202617615617545_262041361,1,,1099.0,2198.0,0,38
1549202666822247581_356667922,0,female,1060.0,690.0,0,30
1549202983919801565_412045216,0,male,308.0,652.0,0,71
1549202993541781933_7189234,3,female,393.0,764.0,0,31
1549203000689703564_234531905,0,,,,1,0
1549203007105921107_205953845,0,,345.0,64610.0,0,0
1549203061054848759_183845962,2,female,315.0,600.0,1,19
1549203152892652696_210149886,0,female,637.0,878.0,0,175
1549203211754584047_1976635527,0,,666.0,316.0,1,11
1549203255149228755_16354282,0,female,302.0,533.0,0,51
1549203287873863404_410078855,0,female,325.0,460.0,7,64
1549203387086293606_2264082937,0,,49.0,940.0,0,13
1549203444949476578_835419899,0,female,273.0,86.0,0,9
1549203448036213843_396449287,0,female,352.0,355.0,7,37
1549203514056506708_1453272813,0,male,71.0,68.0,0,18
1549203626665095983_233289168,0,male,382.0,1327.0,0,20
1549203902229037101_394038453,0,female,474.0,200.0,0,24
1549204087650709337_1173845384,0,female,93.0,113.0,2,22
1549204139341493263_17783956,0,,123.0,301.0,2,45
1549204337799760177_22127358,1,female,320.0,332.0,2,41
1549204412534448138_3178065728,2,male,70.0,42.0,0,17
1549204452681021995_1173845384,0,female,93.0,113.0,1,16
1549204475993694144_177305611,0,female,173.0,164.0,0,21
1549204572522045178_2227980647,0,female,1064.0,208.0,1,7
1549205100449744126_904677257,0,female,139.0,287.0,0,12
1549205187422552522_201129183,2,male,105.0,191.0,0,41
1549205188815647701_562465578,0,male,74.0,61.0,0,4
1549205295016009055_2046349467,1,,170.0,84.0,2,31
1549205465983143586_14152423,1,female,1472.0,915.0,0,40
1549205555364861471_211828942,1,male,244.0,381.0,1,10
1549205561780787373_250681638,0,female,197.0,501.0,2,29
1549205812247883773_386608,1,,591.0,608.0,0,53
1549205901755075853_265992326,1,female,391.0,358.0,0,68
1549205969955148884_1206767,0,,233.0,510.0,0,36
1549206173983351892_1738840595,5,,174.0,7353.0,2,315
1549206486029309497_41299181,1,,599.0,856.0,1,121
1549206538636195898_180548985,0,female,522.0,395.0,0,9
1549206587163597083_3022882041,0,,435.0,596.0,0,9
1549206646704908696_346363974,1,female,780.0,374.0,1,73
1549206889596818729_472672611,0,female,,,0,1
1549207063375264124_179296507,0,female,389.0,625.0,0,64
1549207697629664601_15121318,0,female,291.0,544.0,1,44
1549208055378597239_216163952,5,,427.0,739.0,0,74
1549208089923502023_2362966,1,female,263.0,320.0,1,43
1549208177449380699_5160648769,0,male,189.0,117.0,0,11
1549208431877239737_175416210,0,male,359.0,159.0,0,28
1549208471975401685_479478004,6,female,322.0,220.0,0,46
1549208505528832461_197289060,0,female,463.0,248.0,1,41
1549208654502124643_2818275,1,,202.0,250.0,0,10
1549208760618329125_254708327,0,female,228.0,305.0,0,22
1549208862523209683_281212105,5,female,338.0,451.0,0,59
1549208921812787883_2022255649,14,,350.0,383.0,1,71
1549209020051908685_202919941,2,female,190.0,113.0,0,14
1549209042894477254_2664491,1,female,471.0,1275.0,1,134
1549209056567586465_212476505,0,female,321.0,294.0,0,34
1549209283437267826_306893232,0,female,411.0,149.0,0,33
1549209495560208861_2271337942,1,female,247.0,183.0,0,32
1549209563616888104_15517308,1,female,672.0,1513.0,0,83
1549209705937944888_41330160,0,,735.0,182.0,0,4
1549209711801440914_234397222,0,female,217.0,696.0,0,67
1549209822673828675_412720750,0,female,276.0,161.0,0,9
1549209998155076074_334163246,3,female,98.0,483.0,0,26
1549210097677260523_3973909175,0,,335.0,128.0,0,27
1549210161843161446_1328376125,1,male,247.0,123.0,0,10
1549210375457614827_300488264,1,,648.0,678.0,0,29
1549210459327288491_373908454,0,,953.0,438.0,3,25
1549210493134849328_201180873,2,female,287.0,189.0,0,31
1549210506823467719_220766612,0,,303.0,19045.0,0,108
1549210558077741556_237965557,1,female,225.0,91.0,0,7
1549210716681261342_638141745,0,,327.0,3340.0,1,40
1549210854095235044_198137566,0,female,456.0,209.0,0,11
1549211173197938960_5675055531,0,,6.0,21.0,8,5
1549211286686954109_2781911292,0,,4.0,989.0,1,43
1549211610311283570_237965557,0,female,225.0,91.0,0,7
1549211690516036799_212014360,5,male,502.0,1171.0,2,84
1549211769830715150_2651799,0,female,674.0,799.0,0,129
1549211983378497305_294520587,1,male,580.0,207.0,0,16
1549212019072603472_3022882041,0,,435.0,596.0,0,7
1549212022352634584_3148123224,8,,125.0,94.0,0,24
1549212027947298330_51578123,0,female,332.0,721.0,0,55
1549212311633728267_248230818,0,,138.0,227.0,0,0
1549212374094308328_343114238,0,,848.0,200.0,0,25
1549212457788443523_250921892,5,,790.0,667.0,1,110
1549212499026140059_21718750,0,male,189.0,167.0,0,9
1549212820226699674_1392511974,0,male,352.0,129.0,0,24
1549212940275298205_4961059,0,female,350.0,182.0,0,23
1549213008223179084_228258,0,male,1593.0,819.0,0,25
1549213044150730998_188940118,0,female,,,0,0
