media_id,comment_count,predicted_gender,follows,followed_by,python_faces,like_count
1545178460933248054_2115412413,0,,51.0,23.0,0,0
1545178585186533927_2126182823,0,female,419.0,333.0,4,0
1545178877865124170_1362318137,0,female,204.0,338.0,0,5
1545179177858515016_599232390,2,,226.0,227.0,2,2
1545179613871901244_1571120776,0,female,,,0,3
1545179747879898321_458100340,0,,205.0,342.0,0,0
1545180235183889775_1256519993,0,,502.0,562.0,0,0
1545180241902446064_3539954654,0,male,468.0,312.0,0,1
1545180422534932768_370581889,0,female,532.0,413.0,1,1
1545180559074996478_180508061,0,female,519.0,248.0,0,0
1545180782950219544_19708241,0,female,833.0,302.0,3,0
1545180808812296976_173657496,0,male,,,2,0
1545180946360518289_4692008,0,female,428.0,404.0,2,0
1545181465062228565_1508797102,0,female,165.0,107.0,0,0
1545181940897670084_237469662,0,female,115.0,168.0,1,0
1545182961154158327_302180263,0,female,362.0,283.0,0,1
1545182983995249743_368380320,0,,9.0,309.0,1,1
1545183192394705434_4238235920,0,female,499.0,135.0,,1
1545183271850476682_230750788,0,female,455.0,415.0,1,3
1545183291664043738_208983476,0,,,,0,4
1545183407007352977_43535642,0,female,320.0,154.0,0,1
1545183716077364079_1065268844,0,male,268.0,272.0,1,0
1545184067225213122_44787317,0,female,,,0,4
1545184666314916046_1482350537,0,male,,,0,1
1545185630861248202_399836962,0,,210.0,279.0,0,0
1545185901964194353_857741,0,,286.0,249.0,0,0
1545186000656863148_506881735,0,female,179.0,145.0,0,0
1545186026207936480_232974894,0,female,363.0,221.0,0,0
1545186213761461467_25481198,0,,694.0,225.0,0,2
1545190483160301506_3432882869,0,,85.0,77.0,0,0
1545190519440468602_4634780380,0,,139.0,90.0,0,0
1545190729775581624_750941008,0,female,897.0,297.0,1,0
1545190801306785353_2031244655,0,,238.0,265.0,0,0
1545190825045005886_30895187,8,,834.0,26760.0,0,34
1545190966083109407_2015688889,0,,,,0,0
1545191044945351698_1948446142,0,female,163.0,110.0,2,0
1545191887094418853_2031244655,0,,238.0,265.0,1,3
1545191933817811709_1142482594,0,female,142.0,68.0,0,2
1545192756992231136_308116,0,female,2828.0,13589.0,0,9
1545193235260330200_4255035814,1,,,,1,4
1545194883453904736_1692065573,0,male,300.0,251.0,0,0
1545194884888170838_1431647144,0,female,,,0,1
1545195767287583728_4519780459,0,male,43.0,67.0,0,2
1545196042827598574_274200943,7,female,202.0,354.0,0,68
1545196528133797213_191502663,0,,,,0,1
1545197259569632083_16264471,0,male,956.0,384.0,0,3
1545197510245950592_26619232,1,female,490.0,183.0,0,5
1545197534288185147_481847705,0,,198.0,187.0,0,0
1545197542165629165_2364863900,0,female,256.0,145.0,0,0
1545197887667297706_15791438,0,female,543.0,254.0,0,4
1545198044130331538_1059516385,0,,61.0,385.0,0,2
1545198096231988628_264915787,0,,259.0,281.0,0,0
1545198327539349107_50793729,0,female,446.0,307.0,0,2
1545198385372130149_214643121,0,,213.0,182.0,2,4
1545198731929799488_226471295,0,female,291.0,529.0,1,3
1545199110313894701_2860925388,0,male,449.0,120.0,0,5
1545199217571847218_414402411,0,female,2369.0,787.0,0,6
1545199250472169859_18338539,1,female,347.0,517.0,0,4
1545199317403636543_192180880,0,male,824.0,543.0,1,1
1545199568408600878_1448664923,0,female,824.0,298.0,3,2
1545200243809169898_195198828,0,female,448.0,460.0,0,1
1545200277573299367_250066393,0,,136.0,195.0,0,1
1545201110075325224_262041361,0,,1099.0,2198.0,0,0
1545201572831724913_193567886,0,female,,,0,6
1545202805076429866_417261802,1,male,109.0,157.0,0,4
1545203394419300068_2073775523,0,,218.0,61.0,0,1
1545203976462287693_13132766,0,female,916.0,515.0,0,10
1545204458219633261_4944017580,0,,75.0,210.0,0,21
1545204577573666333_217743160,0,male,570.0,228.0,0,0
1545205348293247523_201572709,0,,283.0,434.0,1,2
1545205540602705913_5650021858,0,,5.0,15.0,0,0
1545205706536710872_1771598,0,male,964.0,1146.0,0,0
1545206754920310636_263817619,0,,345.0,213.0,0,1
1545207881929076773_197541008,0,,,,0,0
1545207994765422776_3633069465,0,,19.0,64.0,1,3
1545208001256762629_424221044,0,,267.0,345.0,0,3
1545208118623077587_5650021858,0,,5.0,15.0,0,2
1545209167105603569_52872010,1,female,910.0,320.0,5,3
1545209747162301618_217743160,0,male,570.0,228.0,1,0
1545210039529529555_1771598,0,male,964.0,1146.0,0,0
1545210714554021758_1275802404,0,male,108.0,70.0,0,0
1545210869699782739_345441926,0,female,,,0,0
1545211018128244728_50674978,0,female,393.0,248.0,1,0
1545211961225040070_13862651,0,,,,0,1
1545213900244170511_1827354692,0,,174.0,196.0,0,4
1545214164115516696_35450829,0,female,535.0,737.0,0,5
1545214417518473395_21946763,0,female,296.0,346.0,0,1
1545214489568558298_1297408170,0,female,,,0,0
1545214837427378687_189430508,1,,99.0,265.0,2,81
1545215153384861864_429200980,0,male,1046.0,436.0,0,0
1545215401075679931_640051168,0,male,307.0,355.0,1,0
1545215411266706662_19033882,0,female,1569.0,1362.0,0,0
1545215880165569703_996381294,0,,299.0,96.0,0,0
1545216277843656103_224655699,0,,402.0,241.0,0,0
1545216359842789448_214701497,0,female,,,0,1
1545216952926360762_5440645821,0,female,,,0,3
1545220214801614026_494718567,0,female,,,1,0
1545221114664530443_356808433,0,female,697.0,487.0,2,0
1545221176388190084_406689477,0,male,590.0,292.0,0,0
1545221652231986345_1336555153,0,female,251.0,222.0,1,2
1545222718096474319_1230714470,0,,427.0,27692.0,0,16
1545223035169291353_1297408170,0,female,,,0,0
1545223058263731890_429200980,0,male,1046.0,436.0,1,3
1545223557563104252_519057346,0,male,263.0,777.0,2,5
1545223753712370852_358667461,0,male,273.0,96.0,0,1
1545224912590320553_528328468,0,female,,,0,0
1545225348496907433_1231967605,0,female,267.0,225.0,0,1
1545225383509957779_36083158,0,female,300.0,485.0,2,6
1545225586112195299_441839543,0,female,276.0,1762.0,3,5
1545225647919851009_1617868621,0,male,315.0,114.0,1,0
1545226365278791788_223587747,0,male,401.0,701.0,0,0
1545226839948051001_1130697667,0,female,293.0,167.0,2,2
1545227653266939719_27693854,0,male,275.0,306.0,2,1
1545227809202821180_31166768,0,female,215.0,234.0,0,2
1545227869961379546_192595819,0,female,174.0,235.0,0,1
1545228154914016965_290188362,0,female,258.0,380.0,0,5
1545229045498976746_358353365,0,,851.0,1536.0,0,15
1545230009081576447_333516437,0,female,457.0,443.0,0,0
1545230442428730235_1923404961,0,,,,1,0
1545231216344033171_559051917,0,male,343.0,374.0,0,0
1545232153579090119_5650021858,0,,5.0,15.0,1,0
1545233638748576637_3008710200,0,male,13.0,104.0,1,1
1545234138640999281_3181608419,0,male,80.0,100.0,0,1
1545235165490503944_4277261388,0,male,225.0,132.0,1,0
1545235297175681499_5975337,0,,,,0,4
1545236282040653087_1304046197,0,male,293.0,181.0,0,0
1545236469609062509_2317322387,3,female,167.0,74.0,0,5
1545236685599819935_1518076945,0,male,338.0,317.0,0,5
1545237062349073108_1731254710,0,male,2.0,332.0,0,3
1545237485335761061_565366124,0,female,228.0,262.0,2,6
1545239028965944497_1731254710,0,male,2.0,332.0,0,4
1545239527080181566_529350133,0,female,505.0,450.0,2,3
1545239811949597217_33389833,1,female,236.0,258.0,2,6
1545239915833663085_3127574860,0,female,193.0,89.0,1,2
1545240442480061769_404903155,0,,328.0,3782.0,2,0
1545241029421251531_2971214837,0,,743.0,1628.0,2,1
1545241786887295540_384054470,0,female,162.0,210.0,0,1
1545242828626500646_199646766,1,male,160.0,669.0,0,4
1545243061913932778_1482630,0,,244.0,207.0,0,0
1545244750692860063_21424716,0,female,,,0,1
1545245096780714330_30102094,0,,973.0,722.0,0,0
1545245151467629299_1786766,0,male,494.0,349.0,0,1
1545245215631483377_210211013,0,female,773.0,351.0,0,0
1545245852720655882_5617409041,0,female,27.0,44.0,1,0
1545246018369911523_5474963210,0,,,,0,0
1545246737424644267_359019336,0,,388.0,1431.0,0,4
1545249582328316054_242711316,0,female,194.0,310.0,1,0
1545250653461464975_2239745511,0,female,57.0,328.0,1,0
1545250836391758757_2111269745,0,,15.0,1082.0,0,0
1545251403319058588_2111269745,0,,15.0,1082.0,1,0
1545251856809044582_29191271,0,female,555.0,1340.0,0,3
1545251904244749487_4719449632,0,male,344.0,123.0,0,0
1545252014487998470_2111269745,0,,15.0,1082.0,0,1
1545252492093374123_4719449632,0,male,344.0,123.0,0,0
1545252609870638129_1262348262,0,female,345.0,240.0,0,1
1545252672449546634_11357656,1,,275.0,369.0,1,2
1545252684829896198_2111269745,0,,15.0,1082.0,2,1
1545253272359728733_2111269745,0,,15.0,1082.0,0,1
1545253278383456744_423193965,0,male,,,0,0
1545253423505694806_4719449632,0,male,344.0,123.0,1,0
1545254145908688260_1494132638,0,,,,0,2
1545258031192499966_51491379,0,female,517.0,209.0,1,1
1545258252047793310_496150294,0,female,313.0,165.0,0,14
1545260327900608980_262983879,0,female,68.0,149.0,2,1
1545265248045512826_202831435,0,,222.0,500.0,0,0
1545265469597404775_15049865,0,female,125.0,143.0,0,0
1545265484361083135_529410109,0,female,,,2,0
1545268172775719707_4243905619,0,male,,,0,0
1545270868211707442_336816218,0,,,,1,0
1545270914895320530_20674592,0,,1497.0,621.0,1,0
1545271091835343778_174345188,0,female,172.0,217.0,,0
1545272248523437403_458100340,0,,205.0,342.0,0,0
1545272628855733989_3633069465,0,,19.0,64.0,0,2
1545274828759905877_1508808582,3,female,259.0,470.0,1,4
1545275745104928932_213735308,0,female,557.0,390.0,1,0
1545275820410906417_3568820983,0,female,,,0,0
1545276551770183630_465828134,0,,,,0,0
1545276898892172453_1651284157,1,,408.0,9471.0,2,6
1545277330259619126_177420377,0,female,224.0,320.0,0,0
1545277540242033039_227943445,0,female,234.0,207.0,0,0
1545278251664281828_5582613,0,female,586.0,485.0,4,1
1545278652421235786_1904950088,0,,,,0,35
1545279999338371672_288858425,1,female,,,0,1
1545282291474067841_248631071,0,female,225.0,182.0,0,0
1545283715280712433_28955294,0,female,,,0,2
1545283725464446189_349997861,0,female,390.0,111.0,1,0
1545284218270454524_321092401,0,male,701.0,3245.0,,2
1545284624094226223_1394577006,0,female,,,0,0
1545285543612312316_2431081499,0,female,,,0,0
1545286361468424507_371036698,0,female,638.0,400.0,1,0
1545286510113288010_9182548,0,,1303.0,1381.0,0,0
1545286549490780107_229034,0,male,,,1,0
1545287192352389251_17102549,0,,239.0,264.0,0,0
1545288876329913028_1367981812,0,male,318.0,153.0,0,3
1545288940938863971_482151797,0,female,187.0,352.0,0,51
1545295851012808693_356808433,0,female,697.0,487.0,0,1
1545296650472496541_286505300,0,male,457.0,1254.0,0,0
1545296841263777664_185527536,0,male,193.0,232.0,0,0
1545299012295314583_1587796905,0,,,,0,7
1545299606401098162_6275199,0,,371.0,853.0,2,33
1545300272179299884_17694276,1,female,,,0,1
1545300333642976453_329874493,0,female,,,0,0
1545301537851582820_191277802,0,male,882.0,415.0,0,1
1545305809601039452_42496243,0,,382.0,429.0,2,0
1545308324069635185_17102549,0,,239.0,264.0,0,0
1545308515614419224_2147591340,0,female,693.0,121.0,1,0
1545309035003624657_288858425,0,female,,,0,0
1545309533201633214_3181608419,0,male,80.0,100.0,1,0
1545310599108508440_178256597,0,,,,0,2
1545311767759226921_1007612412,0,female,,,0,0
1545316048432916837_365360947,0,male,100.0,133.0,2,1
1545316109509650772_3692972030,1,,113.0,68.0,0,0
1545316800212169932_5407106793,0,female,,,0,0
1545317191505794632_208369395,0,,124.0,247.0,2,2
1545321342273278691_273720779,0,female,147.0,113.0,1,0
1545323253701362499_1319549115,0,male,313.0,409.0,1,1
1545324337435596968_51287504,0,female,396.0,359.0,0,1
1545328718604175171_30646452,0,,364.0,611.0,0,2
1545333456514620832_23894168,0,female,894.0,371.0,0,0
1545336360331481110_363157126,0,female,290.0,747.0,0,0
1545339504163089372_372718142,0,,,,1,0
1545341708580241048_459397718,1,,,,0,1
1545345229942794882_196332828,0,female,292.0,334.0,0,0
1545347174009769890_498580341,0,male,200.0,192.0,1,0
1545347672544897888_498580341,0,male,200.0,192.0,1,0
1545353248243696362_3192952852,0,,43.0,61.0,0,0
1545360377318857329_281298815,0,female,110.0,185.0,0,0
1545360661188947097_1193381626,0,,267.0,444.0,2,0
1545362292219114922_1427408772,0,male,69.0,93.0,0,0
1545367774040173415_206816618,0,female,642.0,1470.0,1,4
1545372148264563356_190929891,0,male,310.0,357.0,0,0
1545381026984069017_417171041,0,male,31.0,35.0,0,0
1545388038092211666_3284741199,0,,152.0,92.0,1,0
1545388285999629693_11699893,0,,1272.0,9904.0,1,3
1545389795847748325_212476505,0,female,321.0,294.0,0,3
1545393365385633839_281298815,1,female,110.0,185.0,1,1
1545394070893298122_384188152,0,,312.0,256.0,0,0
1545395284506655378_299029991,0,male,499.0,702.0,1,1
1545396563517680682_1090646599,0,female,496.0,403.0,0,1
1545398602553524135_203309571,0,,666.0,1252.0,0,0
1545413947774948976_1076320892,0,male,487.0,1205.0,0,0
1545416106843607205_1583125221,0,female,,,0,4
1545417804528920077_216151772,0,male,,,0,10
1545423628479397396_5540033373,0,female,10.0,9.0,0,0
1545432300086821746_2031244655,0,,238.0,265.0,0,1
1545437379186211547_5510536249,0,male,152.0,88.0,0,0
1545442260399843289_282188806,0,male,437.0,178.0,0,0
1545444024482447917_324921071,0,female,97.0,205.0,4,1
1545449166146551894_218710570,0,female,,,0,13
1545449764747845275_1406841611,0,female,,,0,16
1545452466986944620_255053784,1,mostly_male,21.0,86.0,0,0
1545453875316759189_255053784,1,mostly_male,21.0,86.0,0,0
1545454574315515623_292843312,0,male,228.0,178.0,0,0
1545459939081140917_1349482675,0,,242.0,164.0,2,9
1545460762205456279_646879537,0,female,391.0,230.0,0,0
1545465071299162637_26714337,0,female,367.0,589.0,0,0
1545471269465276717_2264217167,0,,,,4,1
1545471885189607008_19513217,0,,293.0,181.0,0,0
1545478247000892148_11429135,0,female,,,0,1
1545478939673465410_306217567,0,,,,0,2
1545479667360186365_1499778463,0,male,,,0,0
1545480525355219373_306217567,0,,,,0,0
1545481196804055913_462400962,0,female,938.0,686.0,0,0
1545481849772442637_357448512,0,female,629.0,549.0,1,3
1545482775329627070_349997861,0,female,390.0,111.0,2,0
1545485228856057780_229966544,0,mostly_male,299.0,528.0,1,2
1545487890216192000_2111269745,0,,15.0,1082.0,0,0
1545487926824152701_1517828176,0,,841.0,778.0,0,3
1545494868959457886_3886854974,0,,154.0,197.0,0,0
1545494982683774716_330506640,0,female,1712.0,616.0,0,0
1545495155263875607_228651652,0,,349.0,392.0,1,3
1545497592975250226_1511592070,0,male,68.0,58.0,0,0
1545498488989373015_3967184,0,male,712.0,1324.0,1,8
1545498841049110469_357448512,0,female,629.0,549.0,1,2
1545500414056057251_308116,0,female,2828.0,13589.0,0,5
1545500498798723216_208112542,0,,239.0,209.0,1,3
1545500591290436203_3953912157,0,male,143.0,46.0,0,0
1545501114580132058_3953912157,0,male,143.0,46.0,0,0
1545501612822518569_1205064614,0,female,760.0,1435.0,,4
1545503089326673483_14945571,0,,803.0,9147.0,1,0
1545503290945763919_316704938,1,,554.0,2772.0,0,7
1545503747755788844_410364686,0,female,224.0,87.0,0,1
1545504047681781522_40834463,0,,,,0,1
1545504222426365808_208462780,0,female,569.0,304.0,2,0
1545504277312849563_2059083944,0,,501.0,296.0,0,8
1545504729140170505_2103310857,0,,,,0,74
1545504743896129761_2952960155,2,female,199.0,423.0,0,3
1545505131340335071_327166631,0,female,406.0,385.0,0,0
1545506100434270634_19941015,0,female,426.0,361.0,1,1
1545506518338090374_220520269,0,,349.0,1397.0,0,3
1545508081889259451_244961051,0,,904.0,559.0,1,26
1545510276281958650_53719112,0,female,227.0,427.0,0,2
1545510476166036590_202443726,0,female,600.0,189.0,0,1
1545510872561998258_3414062463,0,female,,,0,1
1545512772211718710_1406841611,0,female,,,0,4
1545515793066983972_1112230797,0,female,271.0,663.0,0,2
1545515825405872742_114304,0,male,105.0,192.0,0,0
1545516079487525019_5406245076,0,,,,0,0
1545517332495150889_253319788,0,female,462.0,352.0,0,0
1545520303227151849_24213842,0,,409.0,501.0,2,3
1545520459935481237_8265159,0,,354.0,702.0,3,0
1545521131166752740_5975337,0,,,,0,7
1545521871252138223_1777895536,0,female,182.0,142.0,1,0
1545522238253817148_144113942,0,female,353.0,303.0,1,2
1545522468872802942_8265159,0,,354.0,702.0,0,1
1545523567421020545_45969776,0,female,,,2,1
1545523986003993553_274621,0,male,70.0,82.0,0,1
1545524112670956708_1694841138,0,,,,0,2
1545524668349584990_3272098949,0,male,112.0,216.0,0,3
1545524793650369589_175374379,0,male,293.0,356.0,2,1
1545524859902344392_521572368,1,male,363.0,373.0,0,1
1545525744969448467_24154943,0,female,792.0,300.0,0,1
1545526874512239297_197087631,0,female,182.0,261.0,0,2
1545527098705575533_262041361,0,,1099.0,2198.0,0,0
1545527147871146254_757078931,0,,292.0,488.0,1,1
1545527170990700241_1175182724,0,,,,0,2
1545527906694938171_461524797,0,,298.0,267.0,0,0
1545528292731543584_145859297,0,,253.0,135.0,0,0
1545528594704725674_1451689650,1,female,910.0,553.0,1,6
1545528661017214121_845113494,0,female,405.0,383.0,3,0
1545529517694262639_9107392,0,female,372.0,294.0,0,1
1545529576515887241_5617255920,0,,35.0,9.0,0,4
1545530640610847763_5617255920,0,,35.0,9.0,0,3
1545531137534618374_282653358,0,female,173.0,128.0,0,1
1545531417337736029_18765169,3,female,784.0,6792.0,0,8
1545532732141151626_15976244,1,female,386.0,459.0,0,51
1545535872668469093_308116,0,female,2828.0,13589.0,2,1
1545535995823048648_198526515,0,female,99.0,96.0,0,1
1545536018320771826_466964671,0,male,351.0,467.0,0,0
1545536284508121102_1616282878,0,,330.0,1231.0,0,3
1545536843473520158_278654714,0,male,,,1,2
1545537675581656448_2135317490,0,female,,,3,0
1545538568657707555_465582467,0,,134.0,97.0,0,0
1545541176139138132_19771405,0,,568.0,600.0,0,0
1545541341303665987_217743160,0,male,570.0,228.0,0,0
1545542599249496863_213735308,0,female,557.0,390.0,0,0
1545543142648607922_199785560,0,male,199.0,413.0,1,0
1545544196089500112_2948534488,0,,104.0,108.0,0,1
1545544341345287467_21147686,0,female,554.0,1088.0,0,2
1545544608935374293_205648309,0,,1578.0,8004.0,0,15
1545544813850803845_6471388,7,,1227.0,8399.0,0,517
1545545704554263810_258061468,0,female,,,0,0
1545547802803920764_29582365,0,female,2161.0,2557.0,1,0
1545548066894214251_4457334656,0,female,,,0,0
1545548271912984829_210755070,0,female,555.0,224.0,1,0
1545550253569175208_1230714470,0,,427.0,27692.0,2,15
1545551290889109931_7549441,0,,572.0,1709.0,0,2
1545551572384577778_1375818615,0,male,239.0,252.0,0,13
1545553038109042432_27581095,0,male,265.0,205.0,0,0
1545553290362986428_338839974,1,,495.0,398.0,0,2
1545553388904508235_5594336814,0,,130.0,39.0,1,0
1545553685122575059_272393284,0,female,215.0,264.0,2,2
1545553981106749533_2460688444,0,,,,0,1
1545554019988298359_1534379701,0,,198.0,272.0,0,6
1545554136975944835_1923404961,0,,,,0,9
1545554592091490867_304011487,0,male,655.0,400.0,5,2
1545556324540287284_3053475471,0,male,151.0,112.0,1,3
1545556719340643892_228647400,0,female,131.0,257.0,1,3
1545556748424621696_353889401,0,,78.0,1581.0,3,0
1545556808949329474_4911236271,0,,,,0,18
1545557936796223392_1583936879,0,,348.0,309.0,0,39
1545558041310357043_1683553282,0,,2628.0,2249.0,0,2
1545558397575109710_745432647,0,male,394.0,230.0,0,0
1545558608211926853_53254328,0,female,150.0,109.0,0,0
1545558954006885269_221639390,0,male,3279.0,2063.0,1,23
1545558967430028494_201899148,0,female,648.0,446.0,0,1
1545559616716586522_373331,0,,705.0,539.0,1,0
1545560949263905871_5650021858,0,,5.0,15.0,0,4
1545561182357975713_288858425,0,female,,,0,0
1545561705143874274_23526409,0,,282.0,24021.0,1,2
1545563723283787804_1568430461,0,,1646.0,267.0,0,0
1545564177232396487_2896539695,0,,,,0,0
1545564508196648944_212573234,0,male,474.0,334.0,1,1
1545564877035255770_47702902,1,female,,,0,96
1545565515015925723_307233874,0,,,,0,0
1545565722977349896_40218718,0,male,264.0,219.0,0,8
1545566136425504665_4644826756,0,male,,,0,2
1545566931565058390_287511638,0,female,,,0,7
1545567311989402143_2070104800,0,,2707.0,3230.0,0,1
1545567478921803038_1433700675,0,male,202.0,348.0,0,0
1545567693191951781_269104891,0,female,393.0,696.0,0,4
1545568881765290362_1305254943,1,female,327.0,328.0,0,2
1545569156141020345_1471782851,0,female,243.0,775.0,0,7
1545569576653558015_9085574,0,female,328.0,358.0,0,6
1545569855556557783_1130874314,0,female,368.0,156.0,1,2
1545570144713931963_482968060,0,female,385.0,898.0,0,0
1545571077492998665_566124794,0,,425.0,407.0,0,0
1545571746651276090_273679077,0,,401.0,949.0,2,6
1545572276693827619_1958582724,0,female,359.0,324.0,0,2
1545572449364983660_427312053,0,,49.0,398.0,0,0
1545573228063000496_306994584,0,,69.0,141.0,0,0
1545573457936764487_1533491477,0,,89.0,2462.0,1,0
1545574083366195381_53376904,2,female,403.0,213.0,1,2
1545574183509306614_310202101,0,female,232.0,142.0,1,0
1545574812477367084_22028574,0,female,383.0,1049.0,2,6
1545574860544461390_763554542,0,male,116.0,126.0,0,4
1545575250398231399_1518231717,0,,34.0,230.0,0,0
1545575279908829519_2128964540,0,male,166.0,136.0,1,2
1545575423134867117_1453048908,0,male,317.0,223.0,0,2
1545575699733407255_415659672,0,female,280.0,204.0,0,1
1545576316060151488_427312053,0,,49.0,398.0,0,1
1545576533410116461_298199675,0,male,203.0,326.0,0,1
1545576613252825493_22684437,0,female,431.0,150.0,0,0
1545577005997948322_3947348741,1,male,69.0,51.0,1,2
1545577216921252208_13704229,0,female,424.0,867.0,0,0
1545577393744562646_427312053,0,,49.0,398.0,0,0
1545577600457637976_1533491477,0,,89.0,2462.0,6,2
1545578240080851865_20249164,0,female,168.0,821.0,0,0
1545578929287738645_504380242,0,male,289.0,285.0,1,1
1545579117621384728_244342210,0,female,260.0,376.0,3,3
1545579584287528077_229706693,0,male,,,0,2
1545580028732327038_258745505,0,female,294.0,167.0,2,1
1545580366516318726_3988452268,0,,236.0,575.0,2,2
1545580895427962198_29435280,0,male,253.0,339.0,1,0
1545580921339875571_272719012,0,,420.0,2117.0,0,5
1545581603533926394_485848888,0,male,153.0,180.0,0,1
1545581917168338964_311266424,0,female,653.0,348.0,0,0
1545581979176814357_198580843,0,female,471.0,615.0,0,4
1545582614924477076_311266424,0,female,653.0,348.0,0,0
1545583080718678326_39156281,2,,190.0,646.0,3,4
1545583435807338648_189456504,0,female,610.0,381.0,0,0
1545583736958264984_336415538,0,female,265.0,391.0,1,0
1545583756747488421_768497164,0,,397.0,313.0,0,0
1545584949590475981_506779566,0,male,615.0,147.0,0,0
1545585641851863024_506779566,0,male,615.0,147.0,0,1
1545585828053665984_873710698,0,female,465.0,378.0,0,7
1545586040647243015_239426400,3,,984.0,73797.0,0,325
1545586298554092390_18602553,0,,,,0,1
1545586394326691991_528328468,0,female,,,0,1
1545586846825050854_506779566,0,male,615.0,147.0,0,2
1545587436847327662_1458092564,0,,,,0,1
1545587570771771095_416031297,0,,1015.0,2821.0,1,0
1545587890536729999_3565316684,0,male,,,0,1
1545588615354442774_254066795,0,female,314.0,727.0,1,0
1545588862331701440_7567867,0,female,207.0,202.0,0,0
1545588867531555314_1521266694,0,male,61.0,60.0,0,0
1545589402816991596_2526267323,0,,183.0,148.0,0,5
1545589422431272645_2090873910,0,,449.0,436.0,0,4
1545589461830819040_26817004,0,male,307.0,291.0,0,1
1545590093207739984_1993381254,0,,,,0,4
1545590409433396272_517464430,0,,1247.0,945.0,0,4
1545590891451075717_2283517727,0,,27.0,65.0,0,0
1545591987112304646_191335202,0,female,139.0,416.0,1,1
1545592134325224158_3633069465,0,,19.0,64.0,2,0
1545592181182529781_31062005,0,female,375.0,376.0,0,0
1545592497442710390_341092030,0,female,,,0,1
1545592940301216557_1607273895,0,male,2843.0,399.0,0,0
1545593096632712761_255220639,0,male,,,0,0
1545593222076343457_213129561,0,female,235.0,225.0,0,1
1545593443399603112_9217606,0,male,,,0,0
1545593463582787182_25712225,0,,132.0,461.0,0,0
1545593695989340330_34781640,0,female,172.0,162.0,2,0
1545593696249238348_1675528828,0,female,,,0,0
1545593716601159169_218218587,0,female,288.0,259.0,0,0
1545593922373569976_5652929879,0,,16.0,51.0,0,1
1545594193777655551_3308947419,0,,289.0,136.0,1,2
1545594420051752161_281448049,0,,413.0,298.0,1,6
1545594446728909094_201878751,0,,496.0,442.0,1,2
1545594693874367799_3055846,0,,741.0,688.0,0,6
1545594762843731868_5640967383,0,,0.0,7.0,0,1
1545595770156187252_4490664642,0,,77.0,54.0,0,0
1545595946937762437_2946771006,0,,86.0,857.0,0,4
1545596142955608998_196135998,0,,496.0,528.0,2,4
1545596363424924865_205435827,0,,230.0,134.0,2,2
1545597200153843665_494405613,0,,178.0,1886.0,0,3
1545597678037895707_205826653,0,male,420.0,450.0,0,1
1545597892122043358_3906229133,0,male,,,1,1
1545597953148743552_203257324,0,female,,,0,11
1545600858813051882_388147179,0,female,,,3,0
1545601223205169448_24272872,0,,796.0,417.0,1,1
1545601275004401648_17339976,0,,424.0,621.0,0,0
1545601290388888044_25845429,0,female,763.0,465.0,0,0
1545601596061183405_2971214837,1,,743.0,1628.0,1,5
1545602369072357362_29316972,0,male,381.0,451.0,0,1
1545602375295982417_5474963210,0,,,,0,0
1545602464098857680_180950132,0,female,294.0,359.0,3,2
1545603694765323947_14665393,0,,521.0,505.0,0,0
1545606161185042503_16187672,0,female,1488.0,974.0,1,6
1545606276787124610_1503370563,0,female,335.0,675.0,1,3
1545606373642003771_3245732047,0,,87.0,195.0,0,1
1545606645165305066_205493299,0,female,649.0,374.0,1,0
1545606802720506132_298596352,0,,537.0,630.0,0,5
1545607382138374735_5617255920,0,,35.0,9.0,1,2
1545607409275558109_576522333,0,female,136.0,152.0,0,1
1545607413091037445_557064569,0,male,360.0,816.0,1,3
1545607478984907246_18865954,0,,308.0,2944.0,0,3
1545607507446405833_1035922413,3,male,176.0,440925.0,0,539
1545607582448680258_242784400,0,female,342.0,364.0,1,0
1545607586408271707_375780172,2,,908.0,10461.0,0,0
1545607802700846689_1587438983,1,male,195.0,79.0,0,1
1545607950490602209_226380586,0,female,541.0,392.0,0,1
1545608180205019765_1284170379,1,,259.0,237.0,0,1
1545608246616733811_4072459033,0,,182.0,68.0,0,0
1545608334386911981_1511592070,0,male,68.0,58.0,0,0
1545608352038374657_223951553,0,,252.0,346.0,1,0
1545608585644314635_1379299174,0,,49.0,122.0,0,0
1545608845975115009_231749468,0,female,176.0,225.0,0,0
1545609141984575385_2372463711,0,male,89.0,70.0,0,0
1545609428145796848_196311997,0,female,,,0,1
1545609676262007339_488589531,0,male,143.0,178.0,0,3
1545610764197615630_190108604,0,female,216.0,912.0,0,1
1545610813800652587_21846233,0,female,197.0,314.0,0,2
1545610935502597035_1901808837,0,female,259.0,166.0,0,1
1545610995530185319_424030029,0,,210.0,1527.0,0,1
1545611368925079827_375509558,0,female,210.0,219.0,1,0
1545611370458779314_29180022,0,,248.0,258.0,1,0
1545611475593316262_51536037,0,female,345.0,415.0,1,2
1545612082861338972_371905310,0,,10.0,130.0,1,0
1545612620193683410_1971944537,0,male,190.0,177.0,4,2
1545613163742067012_300401889,0,male,,,0,0
1545613262937157613_424030029,0,,210.0,1527.0,0,1
1545614111319934718_304061264,0,male,839.0,1518.0,0,0
1545615477749224863_241720997,0,,808.0,3861.0,1,0
1545615494164394483_200171257,0,female,288.0,151.0,1,2
1545615821118696098_424030029,0,,210.0,1527.0,0,2
